mediano,意大利式防守型中场,通常指加图索这类型而不是皮尔洛这类型,,,,,,,,,,,,,,,,,,,
metodo,Metodo 体系；2-3-2-3 阵型,,,,,,,,,,,,,,,,,,,,
metronome,节拍器,,,,,,,,,,,,,,,,,,,,
mezzala,伪边锋；边路全能中场,待 FM2018 发售后补充,,,,,,,,,,,,,,,,,,,
midfield,中场,push up to midfield,逼近中场,fall back into midfield,后退至中场,,,,,,,,,,,,,,,,
midfield player,中场队员,,,,,,,,,,,,,,,,,,,,
mini-football,小足球,,,,,,,,,,,,,,,,,,,,
mishit,未射中,,,,,,,,,,,,,,,,,,,,
miskick,漏球；踢得很糟的一脚球,,,,,,,,,,,,,,,,,,,,
mobile,活动范围大,（译注：原意是活动的，流动的，灵活的，可根据上下文译为活动范围大。）,Player No.4 and player No.5 were not mobile enough.,4 号队员和 5 号队员活动范围不够大。,,,,,,,,,,,,,,,,,
mobility,灵活性；能动性；运动性；机动性,"The palyers showed good mobility and a willingness to run but, unfortunately at times, found themselves isolated without support.",这些队员表现得很机动灵活，也愿意奔跑，令人遗憾的是，他们时常处于孤立无援的状态。,,,,,,,,,,,,,,,,,,
morale,士气,They morale of the team is perfect (low).,这个队的士气高昂（低落）。,,,,,,,,,,,,,,,,,,
move,移动；前进,The Koreans were able to move at top speed.,韩国队能高速向前推进。,,,,,,,,,,,,,,,,,,
movement with the ball,带球移动,,,,,,,,,,,,,,,,,,,,
national colours,国家颜色,（译注：原意是国旗，用于足球是指国家颜色。）,,,,,,,,,,,,,,,,,,,
national team,国家队,,,,,,,,,,,,,,,,,,,,
nearly man,千年老二,,,,,,,,,,,,,,,,,,,,
never-give-up spirit,从不服输的精神,,,,,,,,,,,,,,,,,,,,
never-say-die attitude,从不服输的精神；不服输的态度；不屈不挠,,,,,,,,,,,,,,,,,,,,
no goal,（球）未入网；未进球,,,,,,,,,,,,,,,,,,,,
non-stop running,不停顿地跑动,,,,,,,,,,,,,,,,,,,,
nucleus,核心,"The nucleus of the team, 6 players, had played in the U-17 tournament Canada in 1987.",这个队的 6 名核心队员曾参加过 1987 年在加拿大举行的国际足联 17 岁以下青少年足球锦标赛。,,,,,,,,,,,,,,,,,,
number of entries,参加比赛人数；报名人数,,,,,,,,,,,,,,,,,,,,
nutmeg,穿裆过人,,,,,,,,,,,,,,,,,,,,
obstruct,阻挡,He obstructs his opponent.,他阻挡对方队员。,,,,,,,,,,,,,,,,,,
obstruction,阻挡犯规；阻人犯规,,,,,,,,,,,,,,,,,,,,
odds,对比赛结果进行的赌注,Saudi beat odds to enter 2nd round.,沙特队出人意料地打进了第二轮比赛。,,,,,,,,,,,,,,,,,,
OFC,大洋洲足球联合会的缩写。,Oceania Football Confederation,,,,,,,,,,,,,,,,,,,
off-form,竞技状态失常,,,,,,,,,,,,,,,,,,,,
off-side,越位,This player became off-side.,这个队员构成越位。,,,,,,,,,,,,,,,,,,
off-side position,越位位置,,,,,,,,,,,,,,,,,,,,
offensive,进攻；攻势,to take the offensive,采取攻势,,,,,,,,,,,,,,,,,,
offensive football,进攻型足球,,,,,,,,,,,,,,,,,,,,
offensive on the wings,从两翼进攻；沿边线进攻,,,,,,,,,,,,,,,,,,,,
offensive play,进攻型打法,Offensive play is concerned with advancing the ball upfield and scoring goals.,进攻型打法是将球推向前场破门进球的一种打法。,,,,,,,,,,,,,,,,,,
offensively-oriented,进攻型的,offensively-oriented player / team,进攻型的队员 / 队,Spain is an offensively-oriented team.,西班牙队是一支进攻型的球队。,,,,,,,,,,,,,,,,
OL,左边锋的缩写,outside left,,,,,,,,,,,,,,,,,,,
old-timer,老手；老前辈；老资格,,,,,,,,,,,,,,,,,,,,
on a home and away basis,主客场制,,,,,,,,,,,,,,,,,,,,
on-side,非越位,,,,,,,,,,,,,,,,,,,,
one-on-one situations,一对一,双方球员单挑，比如一对一争抢；一对一突破,,,,,,,,,,,,,,,,,,,
one-sided game,一边倒的比赛,,,,,,,,,,,,,,,,,,,,
one-touch pass,撞墙式传球；直接传球；一脚传球,to make a one-touch pass,进行一脚传球,,,,,,,,,,,,,,,,,,
one-touch shot,直接射门,,,,,,,,,,,,,,,,,,,,
open game,拉开的打法,,,,,,,,,,,,,,,,,,,,
open up,拉开,,,,,,,,,,,,,,,,,,,,
opponent,对手；对方队员,,,,,,,,,,,,,,,,,,,,
opposing teams,比赛双方；参加同一场比赛的两个队,,,,,,,,,,,,,,,,,,,,
optional flag,中线旗,,,,,,,,,,,,,,,,,,,,
OR,右边锋的缩写,outside right,,,,,,,,,,,,,,,,,,,
order of competition,比赛顺序,,,,,,,,,,,,,,,,,,,,
ordinary foul,一般犯规,,,,,,,,,,,,,,,,,,,,
organiser,组织者,（美国英语）,,,,,,,,,,,,,,,,,,,
Organising Committee,组委会,（美国英语）,,,,,,,,,,,,,,,,,,,
organizer,组织者,He was an impressive player himself and a good organizer.,他本身是一名出色的队员和良好的组织者。,,,,,,,,,,,,,,,,,,
Organizing Committee,组委会,Organizing Committee for the FIFA World Cup,国际足联世界杯组委会,,,,,,,,,,,,,,,,,,
oriundi,入籍意大利的南美球员,,,,,,,,,,,,,,,,,,,,
out of form,竞技状态失常,,,,,,,,,,,,,,,,,,,,
out of shape,竞技状态失常,,,,,,,,,,,,,,,,,,,,
out-of bounds,出界,,,,,,,,,,,,,,,,,,,,
outfit,全套服装,Each team shall have a aspare outfit.,每个队要有全套备用服装。,,,,,,,,,,,,,,,,,,
outside,出界,,,,,,,,,,,,,,,,,,,,
outside foot passing,脚外侧传球,,,,,,,,,,,,,,,,,,,,
outside left,左边锋,OL,,,,,,,,,,,,,,,,,,,
outside right,右边锋,OR,,,,,,,,,,,,,,,,,,,
outswinger,外弧线球,,,,,,,,,,,,,,,,,,,,
overhead ball,过顶球,,,,,,,,,,,,,,,,,,,,
overhead kick,倒钩球,,,,,,,,,,,,,,,,,,,,
overhead shot,倒钩射门,to make an overhead shot,进行倒钩射门,,,,,,,,,,,,,,,,,,
overlap,居后插上；插上进攻,1. 作动词：,"Players No.3 and No.11 overlapped well, when counter-attacking situation arose.",当出现反击机会时，3 号队员和 11 号队员从后面插上进攻很成功。,2. 作名词：,Players coming behind on an overlap,居后插上的队员,（译注：介词 on 与名词 overlap 构成介词短语。）,,,,,,,,,,,,,
overlapping,居后插上的；居后插上,an overlapping teammate,居后插上的（插上进攻的）同伴,The midfield player delivered a long pass for the overlapping fullback.,中场队员将球长传给居后插上 进攻的后卫。,（译注：在以上两例中 overlapping 是分词，起定语作用。）,These players were good at overlapping.,这些队员善于居后插上进攻。,（译注：在以上这个例句中 overlapping 是动名词，作介词宾语。）,,,,,,,,,,,,
own goal,射入本方球门的球；本方球门,（译注：1. 作射入本方球门的球解时，可单独使用或在前面加数词，如 an own goal; 2. 作本方球门解时，通常在前面加代词，如 his own goal。）,,,,,,,,,,,,,,,,,,,
own half,本方球场,,,,,,,,,,,,,,,,,,,,
pace,节奏；速度,to dictate the pace of play,控制比赛的节奏,,,,,,,,,,,,,,,,,,
pass,传球,1. 作动词：,to pass a ball,传球,2. 作名词：,to make a pass,传球,,,,,,,,,,,,,,
pass along the ground,地面传球,,,,,,,,,,,,,,,,,,,,
pass-and-receive,传接配合,,,,,,,,,,,,,,,,,,,,
passing angle,传球角度,,,,,,,,,,,,,,,,,,,,
passovotchka,传球者；传球高手,,,,,,,,,,,,,,,,,,,,
penalty,罚点球；点球,,,,,,,,,,,,,,,,,,,,
penalty arc,罚球弧,,,,,,,,,,,,,,,,,,,,
penalty area,罚球区,,,,,,,,,,,,,,,,,,,,
penalty kick,罚点球；点球,,,,,,,,,,,,,,,,,,,,
penalty mark,点球点,,,,,,,,,,,,,,,,,,,,
penalty shootout,点球决胜,(after extra time),,,,,,,,,,,,,,,,,,,
penalty spot,点球点,,,,,,,,,,,,,,,,,,,,
penetrate,突破,This team tried to penetrate down the middle.,这个队企图从中路突破。,,,,,,,,,,,,,,,,,,
penetration,穿透,,,,,,,,,,,,,,,,,,,,
penetration down the wings,两翼突破,,,,,,,,,,,,,,,,,,,,
perform,表现；表演,,,,,,,,,,,,,,,,,,,,
performance,表现；表演；成绩,,,,,,,,,,,,,,,,,,,,
photographer's line,摄影人员限制线,,,,,,,,,,,,,,,,,,,,
pick up a pass,接传球,,,,,,,,,,,,,,,,,,,,
pincers movement,两翼包抄,,,,,,,,,,,,,,,,,,,,
pitch,足球场,,,,,,,,,,,,,,,,,,,,
place kick,定位球,,,,,,,,,,,,,,,,,,,,
play,踢（球）,play football,踢足球,,,,,,,,,,,,,,,,,,
play fair,公平竞赛,规规矩矩地进行比赛；光明正大地进行比赛,,,,,,,,,,,,,,,,,,,
play foul,用卑鄙手段进行不光彩的比赛,（比如使用犯规动作，小动作，故意整对方球员等。）,,,,,,,,,,,,,,,,,,,
play on,继续比赛,,,,,,,,,,,,,,,,,,,,
play on-advantage,引用规则中的“有利”条款——继续比赛,,,,,,,,,,,,,,,,,,,,
play rough,踢球粗野,,,,,,,,,,,,,,,,,,,,
play safe,稳扎稳打,,,,,,,,,,,,,,,,,,,,
player,运动员；队员,,,,,,,,,,,,,,,,,,,,
player without the ball,无球队员,,,,,,,,,,,,,,,,,,,,
players' equipment,队员装备,,,,,,,,,,,,,,,,,,,,
playing time,比赛时间,,,,,,,,,,,,,,,,,,,,
playmaker,jin'gong'zu'zhi'zhe进攻组织者；发动机；司令塔,,,,,,,,,,,,,,,,,,,,
polifuncionalidad,全面,,,,,,,,,,,,,,,,,,,,
POMO,机会最优位置,指在远门柱附近，距离球门较近的一片区域,Position of Maximum Opportunity 的缩写,,,,,,,,,,,,,,,,,,
position,位置,,,,,,,,,,,,,,,,,,,,
Position of Maximum Opportunity,机会最优位置,指在远门柱附近，距离球门较近的一片区域,POMO 的全写,,,,,,,,,,,,,,,,,,
position-switching,换位,,,,,,,,,,,,,,,,,,,,
positional play,位置打法,,,,,,,,,,,,,,,,,,,,
positional sense,跑位意识,The need for outstanding positional sense is evident.,队员需要有突出的跑位意识是显而易见的。,,,,,,,,,,,,,,,,,,
possession,控制（球）；控球,gain possession of the ball,have possession of the ball,in possession of the ball,得球；占有球；控制球,,,,,,,,,,,,,,,,
post,球门柱,The ball rebounds from the post into the field of play.,球从球门柱弹回场内。,,,,,,,,,,,,,,,,,,
precision pass,精确传球,,,,,,,,,,,,,,,,,,,,
press,紧张；压力；施压,哈维阿隆索或马斯切拉诺这类对比赛有着宽阔视野的中场球员，会对着全队大吼着这个词，提醒我们准备袭扰对手，逼抢对方脚下的球，主动重夺控球权(《冠军联赛梦想》P133),,,,,,,,,,,,,,,,,,,
pressing,紧逼,This kind of pressing gave the Spanish team little room and time to build up their attack.,这种紧逼使西班牙队没有足够的时间和空间组织进攻。,The players of the opposing team set up hard / strong pressing,对方队员进行凶狠的紧逼。,（译注：在以上两个例句中 pressing 是动名词。）,,,,,,,,,,,,,,,
pressing football,紧逼足球；逼迫式打法；压迫式打法,,,,,,,,,,,,,,,,,,,,
pressing game,紧逼盯人的打法,,,,,,,,,,,,,,,,,,,,
pressurise,紧逼,（美国英语）,,,,,,,,,,,,,,,,,,,
pressurize,紧逼,They pressurized their opponents in ball possession.,他们紧逼对方得球的队员。,,,,,,,,,,,,,,,,,,
professional football player,职业足球运动员,,,,,,,,,,,,,,,,,,,,
promotion,升级,,,,,,,,,,,,,,,,,,,,
protest,抗议,1. 作动词：,抗议，提出抗议,They protested against the qualification of players.,他们对运动员的参赛资格问题提出抗议。,2. 作名词：,抗议,lodge a protest against,对......提出抗议,,,,,,,,,,,,
provincial team,省队,,,,,,,,,,,,,,,,,,,,
pull off a save,救球成功,,,,,,,,,,,,,,,,,,,,
pull oneself together,振作精神,,,,,,,,,,,,,,,,,,,,
punch,（守门员）用拳击球,,,,,,,,,,,,,,,,,,,,
punch clear,用拳将球击出守区,,,,,,,,,,,,,,,,,,,,
punt,抛球凌空踢出,,,,,,,,,,,,,,,,,,,,
punteroventilador,扇翼；边翼卫,,,,,,,,,,,,,,,,,,,,
push,推,He pushes his opponent.,他推对方队员。,,,,,,,,,,,,,,,,,,
push kick,推动式踢球,,,,,,,,,,,,,,,,,,,,
push pass,推动式传球,,,,,,,,,,,,,,,,,,,,
push the ball into the net,推射入网,,,,,,,,,,,,,,,,,,,,
pushing,推,Stop pushing!,不许推人！（裁判用语）,,,,,,,,,,,,,,,,,,
put up a good performance,表现很好,,,,,,,,,,,,,,,,,,,,
qualification,资格,qualification of players,运动员资格,,,,,,,,,,,,,,,,,,
qualify,取得......的资格,,,,,,,,,,,,,,,,,,,,
qualify for the next round,取得参加下一轮比赛的资格；出线,,,,,,,,,,,,,,,,,,,,
qualifying competition,预赛,,,,,,,,,,,,,,,,,,,,
quarter-finals,1/4 决赛,,,,,,,,,,,,,,,,,,,,
quicksilver ability,无孔不入的穿插能力,穿插能力强,,,,,,,,,,,,,,,,,,,
read,预见；预料,（译注：read 原意是阅读，理解，洞察，察觉，用于足球比赛，根据上下文可译为预见，预料，分析判断）,to read their moves,预见到（预料到）对方的行动,,,,,,,,,,,,,,,,,
read the shot,判断到射门的方向,,,,,,,,,,,,,,,,,,,,
rebound,弹回；弹起；会跳,The ball rebounds from the goal-post.,球触球门柱弹回。,,,,,,,,,,,,,,,,,,
red card,红牌,,,,,,,,,,,,,,,,,,,,
referee,裁判员,,,,,,,,,,,,,,,,,,,,
referee's badge,裁判员徽章,,,,,,,,,,,,,,,,,,,,
regista,意大利式后场组织者；节拍器,比如皮尔洛,,,,,,,,,,,,,,,,,,,
relegate,将某队降至较低的一级,Everyone was surprised when Manchester United was relegated (to the second division).,曼联队被降为乙级队，所有的人都很惊讶。,,,,,,,,,,,,,,,,,,
relegation,降级,,,,,,,,,,,,,,,,,,,,
relocation fee,搬家费,,,,,,,,,,,,,,,,,,,,
representative team,代表队,,,,,,,,,,,,,,,,,,,,
retire,后退；后撤,,,,,,,,,,,,,,,,,,,,
retrieve,（守门员）救球,,,,,,,,,,,,,,,,,,,,
reverse ball,反向传球,,,,,,,,,,,,,,,,,,,,
reythm,节奏；速度,to control the rhythm of the play,控制比赛的节奏,,,,,,,,,,,,,,,,,,
right back,右后卫,,,,,,,,,,,,,,,,,,,,
right half,右前卫,,,,,,,,,,,,,,,,,,,,
right midfielder,右中场队员,,,,,,,,,,,,,,,,,,,,
right wing,右边锋；右翼,,,,,,,,,,,,,,,,,,,,
right winger,右翼,,,,,,,,,,,,,,,,,,,,
rival,对手,,,,,,,,,,,,,,,,,,,,
rolling pass,滚地传球,,,,,,,,,,,,,,,,,,,,
rough play,粗野的比赛（动作）,,,,,,,,,,,,,,,,,,,,
run of play,比赛的实际水平,（通常指在足球比赛过程中两个队表现出来的实际水平。）,,,,,,,,,,,,,,,,,,,
runner-up,亚军,,,,,,,,,,,,,,,,,,,,
running kick,跑动踢球,,,,,,,,,,,,,,,,,,,,
running off the ball,跑位（无球跑动）,,,,,,,,,,,,,,,,,,,,
running with the ball,运带球,,,,,,,,,,,,,,,,,,,,
save,（守门员）救球,1. 作名词：,to make a save,救球,2. 作名词：,the Goalie fails to save it.,守门员扑救不及。,,,,,,,,,,,,,,
schedule of play,比赛日程,,,,,,,,,,,,,,,,,,,,
scheme,安排；比赛安排,,,,,,,,,,,,,,,,,,,,
scissors kick,倒钩球,,,,,,,,,,,,,,,,,,,,
scissors movement,交叉配合,,,,,,,,,,,,,,,,,,,,
scissors pass,交叉传球,,,,,,,,,,,,,,,,,,,,
score a goal,射中,,,,,,,,,,,,,,,,,,,,
scoring chance,射门进球机会,,,,,,,,,,,,,,,,,,,,
scoring opportunity,射门进球机会,to seek scoring opportunity,寻找射门进球机会,,,,,,,,,,,,,,,,,,
scramble,混战,（译注： scramble 原意是争抢，争夺，用于足球比赛常指门前混战。）,to create a scramble in the penalty area,造成禁区内一场混战,,,,,,,,,,,,,,,,,
screen,掩护,,,,,,,,,,,,,,,,,,,,
second half,下半时,,,,,,,,,,,,,,,,,,,,
semi-finals,半决赛,,,,,,,,,,,,,,,,,,,,
send off,判罚......出场,send off the field of play,判罚......出场,,,,,,,,,,,,,,,,,,
sensation,引起轰动的事物,,,,,,,,,,,,,,,,,,,,
sensational,引起轰动的,Korea scored a sensational 2:2 against Spain.,韩国队以 2: 2 逼和西班牙队引起轰动。,,,,,,,,,,,,,,,,,,
serious foul,严重犯规,,,,,,,,,,,,,,,,,,,,
serve as a linesman,担任巡边员,,,,,,,,,,,,,,,,,,,,
serve as a referee,担任裁判,,,,,,,,,,,,,,,,,,,,
set up a wall,筑人墙,,,,,,,,,,,,,,,,,,,,
set up an attack,发动进攻,,,,,,,,,,,,,,,,,,,,
shake off,摆脱,to shake off the defenders,摆脱防守队员,,,,,,,,,,,,,,,,,,
shield,掩护,to shield the ball,掩护球,,,,,,,,,,,,,,,,,,
shin guards,护腿板,,,,,,,,,,,,,,,,,,,,
shin pads,护腿板,,,,,,,,,,,,,,,,,,,,
shock,爆冷门,（译注：shock 原意是使震惊，使震动，用于足球比赛，根据上下文可译为爆冷门。）,,,,,,,,,,,,,,,,,,,
shoot,射门,,,,,,,,,,,,,,,,,,,,
shoot from a sharp angle,小角度射门,,,,,,,,,,,,,,,,,,,,
shoot from an acute angle,小角度射门,,,,,,,,,,,,,,,,,,,,
shootout,点球决胜,Barasi shot too high in the shootout.,巴雷西在点球决胜时球踢飞了。,,,,,,,,,,,,,,,,,,
short ball,短球,,,,,,,,,,,,,,,,,,,,
short game,短传配合,,,,,,,,,,,,,,,,,,,,
short pass,短传配合,,,,,,,,,,,,,,,,,,,,
short passing combination,短传配合,,,,,,,,,,,,,,,,,,,,
short passing game,短传配合,,,,,,,,,,,,,,,,,,,,
shot,射门,,,,,,,,,,,,,,,,,,,,
shot on the first-time,抢点直接射门,,,,,,,,,,,,,,,,,,,,
shoulder charge,肩膀撞击,,,,,,,,,,,,,,,,,,,,
show the red card,罚出场；出示红牌,,,,,,,,,,,,,,,,,,,,
shut off the angle,封住角度,,,,,,,,,,,,,,,,,,,,
shuttle,梭子,（通常指频繁前后直线跑动的球员行为）,,,,,,,,,,,,,,,,,,,
side,队,The home side won convincingly in these tree games.,主队令人信服地打赢了这 3 场比赛。,,,,,,,,,,,,,,,,,,
side tackle,侧面抢截,,,,,,,,,,,,,,,,,,,,
side-block tackle,侧面阻截,,,,,,,,,,,,,,,,,,,,
sidefoot,用脚内侧踢球,,,,,,,,,,,,,,,,,,,,
sideline,边线,,,,,,,,,,,,,,,,,,,,
sidestep,向旁边避让一步；侧步躲闪；侧跨步,,,,,,,,,,,,,,,,,,,,
sign-on fee,签字费,,,,,,,,,,,,,,,,,,,,
signals by the linesmen,巡边员手势,,,,,,,,,,,,,,,,,,,,
signals by the referee,裁判员手势,,,,,,,,,,,,,,,,,,,,
sine die,永久停赛；永久禁赛,（拉丁语）,,,,,,,,,,,,,,,,,,,
single round-robin system,单循环制,,,,,,,,,,,,,,,,,,,,
skillful football,技术型足球,,,,,,,,,,,,,,,,,,,,
sliding shot,滑倒射门；铲射,,,,,,,,,,,,,,,,,,,,
sliding tackle,铲球,,,,,,,,,,,,,,,,,,,,
snap-shot,急射,,,,,,,,,,,,,,,,,,,,
soccer,足球,（译注：soccer 专指英式足球）,,,,,,,,,,,,,,,,,,,
soccer craze,足球狂,,,,,,,,,,,,,,,,,,,,
soccer field,足球场,,,,,,,,,,,,,,,,,,,,
soccer tradition,足球传统,,,,,,,,,,,,,,,,,,,,
solid defence,严密防守,,,,,,,,,,,,,,,,,,,,
solo drive,单刀球；单刀直入；单刀赴会；个人突破,Messi has a strong solo drive ability.,梅西擅长个人突破。,,,,,,,,,,,,,,,,,,
solo player,个人突破能力强的队员；擅长单刀直入的队员,,,,,,,,,,,,,,,,,,,,
soloist,个人突破能力强的队员；擅长单刀直入的队员,The team has some superb soloists.,这个队有好几个一流的个人突破能力强的队员。,,,,,,,,,,,,,,,,,,
spare outfit,备用服装；客场球衣,,,,,,,,,,,,,,,,,,,,
spearhead,插入；带头充当......先锋；突前攻击手,1. 作动词：,spearhead the attack,当作进攻的先锋,2. 作名词：,Two attackers are used as spearheads.,两名进攻队员充当先锋（突前攻击手）。,,,,,,,,,,,,,,
spectacular football,能吸引观众的；让观众欣赏的；有观赏价值的足球,,,,,,,,,,,,,,,,,,,,
spectator,观众,,,,,,,,,,,,,,,,,,,,
split the defence,突破防线,,,,,,,,,,,,,,,,,,,,
spoiling tactics,破坏战术,,,,,,,,,,,,,,,,,,,,
square pass,横向传球,,,,,,,,,,,,,,,,,,,,
stadium,体育场,,,,,,,,,,,,,,,,,,,,
stamina,耐力；持久力；体力,Football players need great stamina.,足球运动员需要有很强的耐力（持久力）。,,,,,,,,,,,,,,,,,,
standing header,原地顶球,,,,,,,,,,,,,,,,,,,,
stationary ball,定位球,,,,,,,,,,,,,,,,,,,,
steal a ball,断球,,,,,,,,,,,,,,,,,,,,
steep forward pass,大脚直传,,,,,,,,,,,,,,,,,,,,
stereotyped,打法单一；老一套；呆板,,,,,,,,,,,,,,,,,,,,
stop,停球,,,,,,,,,,,,,,,,,,,,
stopper,盯人中卫,,,,,,,,,,,,,,,,,,,,
strength,实力；力量；优点；优势,,,,,,,,,,,,,,,,,,,,
strike,打；击,He strikes his opponent.,他打对方球员。,,,,,,,,,,,,,,,,,,
striker,攻击手；前锋,"He was a fast, mobile striker.",他是一名快速的，活动范围很大的攻击手。,,,,,,,,,,,,,,,,,,
strong points,长处,,,,,,,,,,,,,,,,,,,,
strong team,强队,,,,,,,,,,,,,,,,,,,,
stun,爆冷门,（译注：stun 原意是把......打晕，使大吃一惊，使不知所措，用于足球比赛，根据上下文可译为爆冷门。）,,,,,,,,,,,,,,,,,,,
substitute,替补队员,,,,,,,,,,,,,,,,,,,,
substitutes' bench,替补队员席,,,,,,,,,,,,,,,,,,,,
sudden death,金球制胜；加时赛金球；突然死亡,（在加时赛中以先进球方获胜的决胜方法）,,,,,,,,,,,,,,,,,,,
superiority,优势,,,,,,,,,,,,,,,,,,,,
support,策应；支援；接应,1. 作动词：,策应；接应；支援,2. 作名词：,"to offer (give, provide) support to ......",向......提供支援,,,,,,,,,,,,,,,
supporting position,接应位置,,,,,,,,,,,,,,,,,,,,
surprise,爆冷门,（译注：surprise 原意是使惊奇，使诧异，使感到意外，用于足球比赛，根据上下文可译为爆冷门。）,,,,,,,,,,,,,,,,,,,
suspend,停赛,to suspend for one international match.,国际比赛停赛一场,,,,,,,,,,,,,,,,,,
sweeper,拖后中卫；清道夫,,,,,,,,,,,,,,,,,,,,
sweeper attack,全面压上的进攻,,,,,,,,,,,,,,,,,,,,
swerve,突然改变方向；转向,The player swerved suddenly.,这个球员突然转向。,,,,,,,,,,,,,,,,,,
Swiss formation,瑞士阵式,,,,,,,,,,,,,,,,,,,,
system,阵式,The Hungarians initiated the 4-2-4 system by using a withdrawn centre forward.,匈牙利首创 4-2-4 阵型，将中锋拖后使用。,,,,,,,,,,,,,,,,,,
tabelinha,相互快速短传的技巧,,,,,,,,,,,,,,,,,,,,
tackle,抢截；拦截,1. 作动词：,"Once beaten, the fullback must recover quickly to tackle back.",一旦被攻方队员晃过，后卫必须迅速重新阻截，把失去的球争夺回来。,2. 作名词：,George is warding off a tackle to get in a shot at goal.,乔治避开对方球员的抢截以便接近射门。,,,,,,,,,,,,,,
take  the lead,领先,take a large lead,遥遥领先,,,,,,,,,,,,,,,,,,
take a kick,踢点球；罚点球,,,,,,,,,,,,,,,,,,,,
take a pass,接传球,,,,,,,,,,,,,,,,,,,,
take a penalty-kick,踢点球；罚点球,,,,,,,,,,,,,,,,,,,,
taker,罚球队员,,,,,,,,,,,,,,,,,,,,
tap in the ball,将球拨入网；推入网,,,,,,,,,,,,,,,,,,,,
team,队,,,,,,,,,,,,,,,,,,,,
team doctor,随队医生；队医,,,,,,,,,,,,,,,,,,,,
team leader,领队,,,,,,,,,,,,,,,,,,,,
team losing the Final,亚军,,,,,,,,,,,,,,,,,,,,
team manager,领队,,,,,,,,,,,,,,,,,,,,
team member,队员,,,,,,,,,,,,,,,,,,,,
team pennant,队旗,,,,,,,,,,,,,,,,,,,,
team uniform,队服,,,,,,,,,,,,,,,,,,,,
teammate,队友,,,,,,,,,,,,,,,,,,,,
technically,技术上,technically,技术娴熟的,,,,,,,,,,,,,,,,,,
technically report,技术报告,,,,,,,,,,,,,,,,,,,,
telling pass,送出妙传,通常指能改变节奏，创造机会的传球,,,,,,,,,,,,,,,,,,,
terms used by referees,裁判用语,,,,,,,,,,,,,,,,,,,,
the crowd,观众,,,,,,,,,,,,,,,,,,,,
The Football Association of the People's Republic of China,中华人民共和国足球协会（中国足协）,,,,,,,,,,,,,,,,,,,,
thrash,击溃；把......打得落花流水,,,,,,,,,,,,,,,,,,,,
three backs system,三后卫制,,,,,,,,,,,,,,,,,,,,
three-on-one,三打一,,,,,,,,,,,,,,,,,,,,
through ball,渗透性传球；打到对方队员身后的传球,,,,,,,,,,,,,,,,,,,,
through pass,渗透性传球；打到对方队员身后的传球,,,,,,,,,,,,,,,,,,,,
throw-in,掷界外球,,,,,,,,,,,,,,,,,,,,
thrower,掷界外球的队员,,,,,,,,,,,,,,,,,,,,
thrust,突破,,,,,,,,,,,,,,,,,,,,
thrust the opponent's offensive,挫败对方的进攻,,,,,,,,,,,,,,,,,,,,
tie,得分相等；打成平局,,,,,,,,,,,,,,,,,,,,
tight contest,比分接近的比赛,,,,,,,,,,,,,,,,,,,,
tight defence,密集防守,,,,,,,,,,,,,,,,,,,,
time-wasting tactics,拖延战术,,,,,,,,,,,,,,,,,,,,
tinkerman,补锅匠,,,,,,,,,,,,,,,,,,,,
toe kick,脚尖踢球,,,,,,,,,,,,,,,,,,,,
tornante,回击手,回撤帮着防守的边锋,,,,,,,,,,,,,,,,,,,
toss of a coin,,,,,,,,,,,,,,,,,,,,,
totaalvoetbal,全能足球,,,,,,,,,,,,,,,,,,,,
total football,全攻全守足球战术；全能足球,,,,,,,,,,,,,,,,,,,,
touch-line,边线；底线,,,,,,,,,,,,,,,,,,,,
tournament,比赛；锦标赛,,,,,,,,,,,,,,,,,,,,
trail,落后,,,,,,,,,,,,,,,,,,,,
trail behind,比分落后,,,,,,,,,,,,,,,,,,,,
trailer,跟进者,,,,,,,,,,,,,,,,,,,,
trailing,跟进的,A midfield player is serving as a trailing playmaker.,一名中场队员正在担任跟进的进攻组织者的角色。,（译注：trailing 是分词，在句中起定语作用。）,,,,,,,,,,,,,,,,,
training camp,集训营,,,,,,,,,,,,,,,,,,,,
transfer,转队；转会,1. 作动词：,He is hoping to transfer / be transferred to another team soon.,他希望不久后能转会到另一个足球队去踢球。,2. 作名词：,This football player wants a transfer to another club.,这个足球队员想转会到另一个俱乐部区踢球。,,,,,,,,,,,,,,
trap,停球,,,,,,,,,,,,,,,,,,,,
trequartista,前腰；意大利式前场组织者,比如锋线后的托蒂,,,,,,,,,,,,,,,,,,,
triangle passing,三角传球,,,,,,,,,,,,,,,,,,,,
trick movement,假动作,,,,,,,,,,,,,,,,,,,,
trip,绊摔,,,,,,,,,,,,,,,,,,,,
trounce,大败；溃不成军,,,,,,,,,,,,,,,,,,,,
turnaround kick,转身踢,,,,,,,,,,,,,,,,,,,,
twin centre-halves,双中卫,,,,,,,,,,,,,,,,,,,,
twin-spearheads,双中锋；双突前前锋,,,,,,,,,,,,,,,,,,,,
twin-strikers,双中锋；双突前前锋,,,,,,,,,,,,,,,,,,,,
two-on-one,二打一,,,,,,,,,,,,,,,,,,,,
UEFA,欧洲足球协会联盟的缩写,Union of European Football Association,,,,,,,,,,,,,,,,,,,
underdog,认为会失败的运动员或运动队,（译注：underdog 原意是斗输了的狗；失败者。用于比赛，通常指在比赛中被认为会失败的运动员或队。）,,,,,,,,,,,,,,,,,,,
